Date,RM_Temp,RM_Humidity,WD_Temp,WD_Humidity
24/6/2023 18:22,29.19℃,69.25%,28.25℃,73.56%
24/6/2023 18:32,29.13℃,69.69%,28.25℃,73.62%
24/6/2023 18:42,29.13℃,69.88%,28.25℃,73.62%
24/6/2023 18:52,29.13℃,70.12%,28.25℃,73.69%
24/6/2023 19:02,29.13℃,70.44%,28.25℃,73.75%
24/6/2023 19:12,29.13℃,70.81%,28.25℃,73.75%
24/6/2023 19:22,29.13℃,71.31%,28.25℃,73.81%
24/6/2023 19:32,29.13℃,71.69%,28.25℃,74.12%
24/6/2023 19:42,29.13℃,71.88%,28.25℃,74.06%
24/6/2023 19:52,29.13℃,72.06%,28.25℃,73.69%
24/6/2023 20:02,29.13℃,72.31%,28.25℃,73.94%
24/6/2023 20:12,29.13℃,72.44%,28.25℃,73.94%
24/6/2023 20:22,29.13℃,72.44%,28.25℃,74.00%
24/6/2023 20:32,29.13℃,72.56%,28.31℃,74.06%
24/6/2023 20:42,29.13℃,72.31%,28.31℃,74.19%
24/6/2023 20:52,29.13℃,72.44%,28.38℃,74.25%
24/6/2023 21:02,29.06℃,73.19%,28.38℃,74.25%
24/6/2023 21:12,29.06℃,73.56%,28.38℃,74.25%
24/6/2023 21:22,29.06℃,73.50%,28.44℃,74.69%
24/6/2023 21:32,29.06℃,71.62%,28.50℃,74.75%
24/6/2023 21:42,29.00℃,70.00%,28.50℃,74.81%
24/6/2023 21:52,29.00℃,68.56%,28.56℃,74.81%
24/6/2023 22:02,28.94℃,66.88%,28.56℃,74.88%
24/6/2023 22:12,28.94℃,65.88%,28.56℃,74.94%
24/6/2023 22:22,28.94℃,65.31%,28.63℃,75.00%
24/6/2023 22:32,28.94℃,65.06%,28.69℃,75.06%
24/6/2023 22:42,28.94℃,64.56%,28.69℃,74.81%
24/6/2023 22:52,28.88℃,63.25%,28.75℃,74.81%
24/6/2023 23:02,28.88℃,62.12%,28.75℃,74.88%
24/6/2023 23:12,28.81℃,62.69%,28.81℃,74.88%
24/6/2023 23:22,28.75℃,61.44%,28.88℃,74.88%
24/6/2023 23:32,28.69℃,61.00%,28.88℃,74.94%
24/6/2023 23:42,28.75℃,61.38%,28.88℃,74.94%
24/6/2023 23:52,28.75℃,61.31%,28.94℃,74.81%
25/6/2023 0:02,28.75℃,60.88%,28.94℃,74.62%
25/6/2023 0:12,28.75℃,61.06%,29.00℃,74.50%
25/6/2023 0:22,28.75℃,60.25%,29.00℃,74.31%
25/6/2023 0:32,28.75℃,59.88%,29.06℃,74.19%
25/6/2023 0:42,28.69℃,58.94%,29.06℃,74.06%
25/6/2023 0:52,28.63℃,59.38%,29.06℃,73.81%
25/6/2023 1:02,28.69℃,60.25%,29.13℃,73.69%
25/6/2023 1:12,28.69℃,60.31%,29.13℃,73.88%
25/6/2023 1:22,28.63℃,60.50%,29.13℃,73.81%
25/6/2023 1:32,28.63℃,60.69%,29.13℃,73.69%
25/6/2023 1:42,28.63℃,61.06%,29.19℃,73.62%
25/6/2023 1:52,28.63℃,61.31%,29.19℃,73.25%
25/6/2023 2:02,28.63℃,61.25%,29.25℃,72.94%
25/6/2023 2:12,28.56℃,61.62%,29.25℃,72.75%
25/6/2023 2:22,28.56℃,61.88%,29.31℃,72.56%
25/6/2023 2:32,28.44℃,60.25%,29.38℃,72.31%
25/6/2023 2:42,28.50℃,62.19%,29.38℃,72.19%
25/6/2023 2:52,28.50℃,64.62%,29.38℃,72.06%
25/6/2023 3:02,28.50℃,66.75%,29.38℃,72.00%
25/6/2023 3:12,28.50℃,68.75%,29.44℃,72.12%
25/6/2023 3:22,28.50℃,69.56%,29.44℃,72.25%
25/6/2023 3:32,28.50℃,70.38%,29.44℃,72.44%
25/6/2023 3:42,28.50℃,70.69%,29.44℃,72.56%
25/6/2023 3:52,28.44℃,71.19%,29.50℃,72.69%
25/6/2023 4:02,28.44℃,71.56%,29.50℃,72.75%
25/6/2023 4:12,28.44℃,71.94%,29.50℃,72.75%
25/6/2023 4:22,28.38℃,72.12%,29.50℃,72.81%
25/6/2023 4:32,28.38℃,72.38%,29.56℃,72.81%
25/6/2023 4:42,28.38℃,72.69%,29.56℃,72.81%
25/6/2023 4:52,28.38℃,72.56%,29.56℃,72.81%
25/6/2023 5:02,28.31℃,72.50%,29.56℃,72.88%
25/6/2023 5:12,28.31℃,72.50%,29.56℃,72.81%
25/6/2023 5:22,28.31℃,72.44%,29.56℃,72.81%
25/6/2023 5:32,28.31℃,72.44%,29.56℃,72.81%
25/6/2023 5:42,28.25℃,72.56%,29.56℃,72.81%
25/6/2023 5:52,28.25℃,72.56%,29.56℃,72.81%
25/6/2023 6:02,28.25℃,72.88%,29.56℃,72.81%
25/6/2023 6:12,28.25℃,73.06%,29.56℃,72.81%
25/6/2023 6:22,28.25℃,73.19%,29.56℃,72.81%
25/6/2023 6:32,28.25℃,73.12%,29.56℃,72.81%
25/6/2023 6:42,28.19℃,73.06%,29.56℃,72.81%
25/6/2023 6:52,28.19℃,73.19%,29.56℃,72.81%
25/6/2023 7:02,28.19℃,73.38%,29.56℃,72.81%
25/6/2023 7:12,28.19℃,73.50%,29.50℃,72.81%
25/6/2023 7:22,28.13℃,73.50%,29.50℃,72.81%
25/6/2023 7:32,28.13℃,73.25%,29.50℃,72.81%
25/6/2023 7:42,28.13℃,73.19%,29.50℃,72.81%
25/6/2023 7:52,28.19℃,73.31%,29.50℃,72.62%
25/6/2023 8:02,28.19℃,73.12%,29.44℃,72.12%
25/6/2023 8:12,28.19℃,72.94%,29.44℃,72.50%
25/6/2023 8:22,28.25℃,72.88%,29.44℃,72.62%
25/6/2023 8:32,28.25℃,72.75%,29.44℃,72.75%
25/6/2023 8:42,28.25℃,72.94%,29.44℃,72.75%
25/6/2023 8:52,28.25℃,72.81%,29.44℃,72.81%
25/6/2023 9:02,28.25℃,72.81%,29.38℃,72.19%
25/6/2023 9:12,28.31℃,72.94%,29.38℃,72.56%
25/6/2023 9:22,28.31℃,72.94%,29.38℃,72.69%
25/6/2023 9:32,28.38℃,72.88%,29.38℃,72.75%
25/6/2023 9:42,28.31℃,69.38%,29.38℃,72.81%
25/6/2023 9:52,28.31℃,67.19%,29.38℃,72.88%
25/6/2023 10:02,28.44℃,72.12%,29.38℃,72.88%
25/6/2023 10:12,28.44℃,71.50%,29.38℃,72.88%
25/6/2023 10:22,28.44℃,71.50%,29.38℃,72.94%
25/6/2023 10:32,28.44℃,69.94%,29.31℃,72.62%
25/6/2023 10:42,28.44℃,71.81%,29.31℃,72.75%
25/6/2023 10:52,28.50℃,72.69%,29.31℃,72.94%
25/6/2023 11:02,28.56℃,73.31%,29.31℃,73.00%
25/6/2023 11:12,28.56℃,68.88%,29.25℃,73.06%
25/6/2023 11:22,28.13℃,66.38%,29.25℃,73.00%
25/6/2023 11:32,27.69℃,64.38%,29.25℃,73.00%
25/6/2023 11:42,27.44℃,64.88%,29.25℃,73.06%
25/6/2023 11:52,27.25℃,64.25%,29.25℃,73.12%
25/6/2023 12:02,27.50℃,66.44%,29.19℃,73.25%
25/6/2023 12:12,27.81℃,70.56%,29.19℃,73.25%
25/6/2023 12:22,28.06℃,68.62%,29.19℃,73.31%
25/6/2023 12:32,27.50℃,61.19%,29.19℃,73.38%
25/6/2023 12:42,27.25℃,60.19%,29.13℃,73.44%
25/6/2023 12:52,27.38℃,59.31%,29.13℃,73.56%
25/6/2023 13:02,27.44℃,58.81%,29.13℃,73.69%
25/6/2023 13:12,27.56℃,58.62%,29.13℃,73.50%
25/6/2023 13:22,27.94℃,63.69%,29.06℃,73.56%
25/6/2023 13:32,28.25℃,64.94%,29.06℃,73.62%
25/6/2023 13:42,28.50℃,66.06%,29.00℃,73.62%
25/6/2023 13:52,28.75℃,66.56%,29.00℃,73.69%
25/6/2023 14:02,28.94℃,65.75%,29.00℃,73.75%
25/6/2023 14:12,29.13℃,65.62%,28.94℃,73.75%
25/6/2023 14:22,29.31℃,65.44%,28.94℃,73.81%
25/6/2023 14:32,29.44℃,65.31%,28.94℃,73.88%
25/6/2023 14:42,29.69℃,65.62%,28.88℃,73.94%
25/6/2023 14:52,29.88℃,65.94%,28.88℃,73.94%
25/6/2023 15:02,29.94℃,63.00%,28.88℃,74.00%
25/6/2023 15:12,30.06℃,64.50%,28.81℃,74.00%
25/6/2023 15:22,30.19℃,64.19%,28.81℃,74.12%
25/6/2023 15:32,30.25℃,64.31%,28.81℃,74.19%
25/6/2023 15:42,30.31℃,64.69%,28.81℃,74.25%
25/6/2023 15:52,30.38℃,64.31%,28.75℃,74.31%
25/6/2023 16:02,30.50℃,64.06%,28.75℃,74.44%
25/6/2023 16:12,30.38℃,59.19%,28.75℃,74.56%
25/6/2023 16:22,30.19℃,58.19%,28.75℃,74.69%
25/6/2023 16:32,30.25℃,59.19%,28.75℃,74.75%
25/6/2023 16:42,30.25℃,59.75%,28.69℃,74.81%
25/6/2023 16:52,29.88℃,59.25%,28.69℃,74.88%
25/6/2023 17:02,29.75℃,62.19%,28.69℃,74.94%
25/6/2023 17:12,29.63℃,63.50%,28.69℃,75.00%
25/6/2023 17:22,29.63℃,64.50%,28.63℃,75.06%
25/6/2023 17:32,29.56℃,64.50%,28.63℃,75.12%
25/6/2023 17:42,29.50℃,64.50%,28.63℃,75.12%
25/6/2023 17:52,29.44℃,64.81%,28.63℃,75.19%
25/6/2023 18:02,29.44℃,65.06%,28.56℃,75.19%
25/6/2023 18:12,29.44℃,65.38%,28.56℃,75.25%
25/6/2023 18:22,29.38℃,65.62%,28.56℃,75.31%
25/6/2023 18:32,29.38℃,65.75%,28.56℃,75.38%
25/6/2023 18:42,29.38℃,66.06%,28.56℃,75.44%
25/6/2023 18:52,29.31℃,66.06%,28.56℃,75.56%
25/6/2023 19:02,29.31℃,66.25%,28.56℃,75.69%
25/6/2023 19:12,29.31℃,66.38%,28.56℃,75.81%
25/6/2023 19:22,29.25℃,66.69%,28.56℃,75.94%
25/6/2023 19:32,29.25℃,66.94%,28.56℃,75.88%
25/6/2023 19:42,29.25℃,66.94%,28.56℃,75.56%
25/6/2023 19:52,29.25℃,67.25%,28.50℃,75.31%
25/6/2023 20:02,29.19℃,67.44%,28.50℃,75.00%
25/6/2023 20:12,29.19℃,67.62%,28.50℃,74.81%
25/6/2023 20:22,29.19℃,67.69%,28.50℃,74.75%
25/6/2023 20:32,29.19℃,67.75%,28.44℃,74.81%
25/6/2023 20:42,29.19℃,68.12%,28.50℃,75.00%
25/6/2023 20:52,29.19℃,68.50%,28.50℃,75.12%
25/6/2023 21:02,29.19℃,69.00%,28.50℃,75.25%
25/6/2023 21:12,29.19℃,69.44%,28.50℃,75.38%
25/6/2023 21:22,29.19℃,69.56%,28.56℃,75.50%
25/6/2023 21:32,29.19℃,68.44%,28.56℃,75.56%
25/6/2023 21:42,29.13℃,67.12%,28.56℃,75.69%
25/6/2023 21:52,29.13℃,67.94%,28.63℃,75.81%
25/6/2023 22:02,29.13℃,68.81%,28.69℃,75.88%
25/6/2023 22:12,29.13℃,69.94%,28.75℃,75.94%
25/6/2023 22:22,29.13℃,70.56%,28.75℃,76.00%
25/6/2023 22:32,29.13℃,71.00%,28.81℃,76.00%
25/6/2023 22:42,29.13℃,71.31%,28.81℃,75.94%
25/6/2023 22:52,29.06℃,71.19%,28.88℃,75.88%
25/6/2023 23:02,29.06℃,71.19%,28.88℃,75.88%
25/6/2023 23:12,29.06℃,71.38%,28.88℃,75.81%
25/6/2023 23:22,29.00℃,71.69%,28.94℃,75.81%
25/6/2023 23:32,29.00℃,72.12%,28.94℃,75.88%
25/6/2023 23:42,28.94℃,68.00%,29.00℃,76.06%
25/6/2023 23:52,28.94℃,69.75%,29.06℃,76.25%
26/6/2023 0:02,28.94℃,69.94%,29.06℃,76.19%
26/6/2023 0:12,28.94℃,72.25%,29.13℃,76.38%
26/6/2023 0:22,28.94℃,72.81%,29.19℃,76.19%
26/6/2023 0:32,28.88℃,70.06%,29.19℃,76.00%
26/6/2023 0:42,28.81℃,66.38%,29.25℃,75.88%
26/6/2023 0:52,28.75℃,67.44%,29.25℃,75.75%
26/6/2023 1:02,28.81℃,71.50%,29.31℃,75.56%
26/6/2023 1:12,28.81℃,72.44%,29.31℃,75.44%
26/6/2023 1:22,28.81℃,72.88%,29.31℃,75.25%
26/6/2023 1:32,28.81℃,73.19%,29.31℃,75.06%
26/6/2023 1:42,28.75℃,73.25%,29.31℃,75.06%
26/6/2023 1:52,28.75℃,73.19%,29.38℃,75.31%
26/6/2023 2:02,28.75℃,73.25%,29.38℃,75.44%
26/6/2023 2:12,28.69℃,73.12%,29.38℃,75.38%
26/6/2023 2:22,28.69℃,73.00%,29.38℃,75.25%
26/6/2023 2:32,28.63℃,72.88%,29.31℃,75.19%
26/6/2023 2:42,28.63℃,73.06%,29.38℃,75.19%
26/6/2023 2:52,28.63℃,73.19%,29.38℃,75.25%
26/6/2023 3:02,28.63℃,73.19%,29.31℃,75.31%
26/6/2023 3:12,28.56℃,73.44%,29.31℃,75.31%
26/6/2023 3:22,28.56℃,73.62%,29.38℃,75.44%
26/6/2023 3:32,28.56℃,73.62%,29.31℃,75.38%
26/6/2023 3:42,28.50℃,73.62%,29.31℃,75.38%
26/6/2023 3:52,28.50℃,73.81%,29.31℃,75.31%
26/6/2023 4:02,28.50℃,73.69%,29.31℃,75.38%
26/6/2023 4:12,28.50℃,73.81%,29.31℃,75.44%
26/6/2023 4:22,28.44℃,74.00%,29.31℃,75.44%
26/6/2023 4:32,28.44℃,74.00%,29.31℃,75.44%
26/6/2023 4:42,28.44℃,73.81%,29.31℃,74.75%
26/6/2023 4:52,28.38℃,73.50%,29.31℃,75.25%
26/6/2023 5:02,28.38℃,73.19%,29.31℃,75.31%
26/6/2023 5:12,28.38℃,72.94%,29.38℃,75.31%
26/6/2023 5:22,28.31℃,72.62%,29.31℃,75.31%
26/6/2023 5:32,28.31℃,72.38%,29.31℃,75.31%
26/6/2023 5:42,28.25℃,70.44%,29.31℃,75.25%
26/6/2023 5:52,28.13℃,65.88%,29.31℃,75.25%
26/6/2023 6:02,28.13℃,68.00%,29.31℃,75.19%
26/6/2023 6:12,28.13℃,71.00%,29.31℃,75.19%
26/6/2023 6:22,28.00℃,65.88%,29.25℃,75.19%
26/6/2023 6:32,27.94℃,68.31%,29.31℃,75.12%
26/6/2023 6:42,27.88℃,69.38%,29.25℃,75.12%
26/6/2023 6:52,27.81℃,69.88%,29.25℃,74.75%
26/6/2023 7:02,27.75℃,70.56%,29.19℃,74.69%
26/6/2023 7:12,27.75℃,70.50%,29.19℃,74.44%
26/6/2023 7:22,27.75℃,70.56%,29.19℃,74.44%
26/6/2023 7:32,27.69℃,70.50%,29.19℃,74.69%
26/6/2023 7:42,27.69℃,70.38%,29.19℃,74.81%
26/6/2023 7:52,27.69℃,69.62%,29.19℃,74.81%
26/6/2023 8:02,27.69℃,68.81%,29.19℃,74.75%
26/6/2023 8:12,27.69℃,68.81%,29.19℃,74.75%
26/6/2023 8:22,27.69℃,68.50%,29.19℃,74.75%
26/6/2023 8:32,27.69℃,67.75%,29.19℃,74.69%
26/6/2023 8:42,27.69℃,67.44%,29.19℃,74.81%
26/6/2023 8:52,27.75℃,67.50%,29.19℃,74.88%
26/6/2023 9:02,27.75℃,66.94%,29.19℃,74.94%
26/6/2023 9:12,27.75℃,66.88%,29.19℃,75.06%
26/6/2023 9:22,27.75℃,67.12%,29.19℃,75.25%
26/6/2023 9:32,27.81℃,66.94%,29.19℃,75.38%
26/6/2023 9:42,27.81℃,67.12%,29.19℃,75.50%
26/6/2023 9:52,27.88℃,67.31%,29.19℃,75.62%
26/6/2023 10:02,27.88℃,67.50%,29.19℃,75.75%
26/6/2023 10:12,27.94℃,67.69%,29.13℃,75.88%
26/6/2023 10:22,28.00℃,68.12%,29.13℃,75.94%
26/6/2023 10:32,28.06℃,70.25%,29.13℃,76.06%
26/6/2023 10:42,28.13℃,71.44%,29.13℃,75.81%
26/6/2023 10:52,28.25℃,72.56%,29.06℃,75.88%
26/6/2023 11:02,28.31℃,72.81%,29.06℃,76.00%
26/6/2023 11:12,28.44℃,72.56%,29.06℃,76.06%
26/6/2023 11:22,28.50℃,72.25%,29.00℃,76.12%
26/6/2023 11:32,28.56℃,72.31%,29.00℃,76.19%
26/6/2023 11:42,28.63℃,72.31%,29.00℃,76.31%
26/6/2023 11:52,28.63℃,72.00%,28.94℃,76.38%
26/6/2023 12:02,28.69℃,71.38%,28.94℃,76.44%
26/6/2023 12:12,28.81℃,71.00%,28.94℃,76.50%
26/6/2023 12:22,28.88℃,70.94%,28.94℃,76.50%
26/6/2023 12:32,28.94℃,71.12%,28.88℃,76.62%
26/6/2023 12:42,29.06℃,71.19%,28.88℃,76.75%
26/6/2023 12:52,29.25℃,71.62%,28.88℃,76.88%
26/6/2023 13:02,29.38℃,71.19%,28.88℃,76.88%
26/6/2023 13:12,29.44℃,70.00%,28.81℃,76.94%
26/6/2023 13:22,29.44℃,69.62%,28.81℃,76.94%
26/6/2023 13:32,29.38℃,69.62%,28.81℃,76.94%
26/6/2023 13:42,29.38℃,69.81%,28.75℃,77.00%
26/6/2023 13:52,29.38℃,69.94%,28.75℃,77.00%
26/6/2023 14:02,29.38℃,69.94%,28.75℃,77.00%
26/6/2023 14:12,29.38℃,69.81%,28.75℃,77.06%
26/6/2023 14:22,29.38℃,69.44%,28.69℃,77.06%
26/6/2023 14:32,29.38℃,69.06%,28.69℃,77.06%
26/6/2023 14:42,29.38℃,68.88%,28.69℃,77.06%
26/6/2023 14:52,29.44℃,68.88%,28.63℃,77.06%
26/6/2023 15:02,29.44℃,68.94%,28.63℃,77.12%
26/6/2023 15:12,29.56℃,68.88%,28.63℃,77.12%
26/6/2023 15:22,29.63℃,68.88%,28.56℃,77.19%
26/6/2023 15:32,29.69℃,68.75%,28.56℃,77.19%
26/6/2023 15:42,29.81℃,68.44%,28.56℃,77.25%
26/6/2023 15:52,29.88℃,68.06%,28.56℃,77.31%
26/6/2023 16:02,29.94℃,68.12%,28.56℃,77.31%
26/6/2023 16:12,30.00℃,68.00%,28.50℃,77.25%
26/6/2023 16:22,30.06℃,67.81%,28.50℃,77.19%
26/6/2023 16:32,30.06℃,67.62%,28.50℃,77.19%
26/6/2023 16:42,30.00℃,67.56%,28.44℃,77.12%
26/6/2023 16:52,29.94℃,67.56%,28.38℃,74.81%
26/6/2023 17:02,29.94℃,67.31%,28.38℃,75.69%
26/6/2023 17:12,29.88℃,67.38%,28.38℃,76.62%
26/6/2023 17:22,29.81℃,67.50%,28.38℃,76.81%
26/6/2023 17:32,29.81℃,67.75%,28.38℃,76.94%
26/6/2023 17:42,29.75℃,67.88%,28.31℃,77.00%
26/6/2023 17:52,29.69℃,68.06%,28.31℃,77.06%
26/6/2023 18:02,29.63℃,68.19%,28.31℃,77.19%
26/6/2023 18:12,29.63℃,68.25%,28.31℃,77.31%
26/6/2023 18:22,29.56℃,68.31%,28.38℃,77.38%
26/6/2023 18:32,29.50℃,68.44%,28.38℃,77.50%
26/6/2023 18:42,29.50℃,68.62%,28.38℃,77.56%
26/6/2023 18:52,29.44℃,68.81%,28.38℃,77.38%
26/6/2023 19:02,29.44℃,69.00%,28.44℃,77.19%
26/6/2023 19:12,29.38℃,69.25%,28.44℃,77.19%
26/6/2023 19:22,29.31℃,69.44%,28.50℃,77.50%
26/6/2023 19:32,29.31℃,69.56%,28.56℃,77.81%
26/6/2023 19:42,29.25℃,69.69%,28.63℃,78.25%
26/6/2023 19:52,29.19℃,69.81%,28.75℃,79.50%
26/6/2023 20:02,29.19℃,70.31%,28.81℃,80.12%
26/6/2023 20:12,29.25℃,70.69%,28.88℃,81.44%
26/6/2023 20:22,29.25℃,70.75%,28.88℃,81.69%
26/6/2023 20:32,29.19℃,70.69%,28.94℃,81.75%
26/6/2023 20:42,29.13℃,70.62%,28.94℃,80.62%
26/6/2023 20:52,29.13℃,69.81%,28.94℃,79.94%
26/6/2023 21:02,29.06℃,69.12%,28.94℃,79.94%
26/6/2023 21:12,29.06℃,69.75%,28.88℃,79.50%
26/6/2023 21:22,29.00℃,70.31%,28.88℃,79.12%
26/6/2023 21:32,29.00℃,70.56%,28.88℃,78.81%
26/6/2023 21:42,29.00℃,71.06%,28.88℃,78.44%
26/6/2023 21:52,29.00℃,72.06%,28.88℃,78.06%
26/6/2023 22:02,28.94℃,72.19%,28.88℃,77.69%
26/6/2023 22:12,28.94℃,71.94%,28.88℃,77.44%
26/6/2023 22:22,28.88℃,71.56%,28.94℃,77.31%
26/6/2023 22:32,28.81℃,69.31%,28.94℃,77.25%
26/6/2023 22:42,28.81℃,70.25%,28.94℃,77.12%
26/6/2023 22:52,28.81℃,70.75%,29.00℃,77.12%
26/6/2023 23:02,28.75℃,71.00%,29.00℃,77.06%
26/6/2023 23:12,28.75℃,71.06%,29.06℃,76.88%
26/6/2023 23:22,28.75℃,70.94%,29.06℃,76.62%
26/6/2023 23:32,28.75℃,71.00%,29.13℃,76.50%
26/6/2023 23:42,28.69℃,70.88%,29.13℃,76.81%
26/6/2023 23:52,28.63℃,70.94%,29.19℃,76.81%
27/6/2023 0:02,28.63℃,70.94%,29.19℃,76.88%
27/6/2023 0:12,28.63℃,71.12%,29.25℃,76.94%
27/6/2023 0:22,28.56℃,68.75%,29.31℃,76.94%
27/6/2023 0:32,28.56℃,71.12%,29.31℃,76.88%
27/6/2023 0:42,28.56℃,71.69%,29.38℃,76.81%
27/6/2023 0:52,28.56℃,72.19%,29.38℃,76.75%
27/6/2023 1:02,28.56℃,72.62%,29.44℃,76.62%
27/6/2023 1:12,28.50℃,72.81%,29.44℃,76.50%
27/6/2023 1:22,28.50℃,73.00%,29.50℃,76.25%
27/6/2023 1:32,28.50℃,73.19%,29.50℃,76.06%
27/6/2023 1:42,28.50℃,73.19%,29.50℃,75.81%
27/6/2023 1:52,28.44℃,73.12%,29.56℃,75.62%
27/6/2023 2:02,28.44℃,73.12%,29.56℃,75.44%
27/6/2023 2:12,28.44℃,73.25%,29.56℃,75.25%
27/6/2023 2:22,28.38℃,73.50%,29.63℃,75.06%
