"Date","Temp","Humidity","Remark"
2023/06/25 03:22:22,"28.50℃","69.56%",""
2023/06/25 03:32:22,"28.50℃","70.38%",""
2023/06/25 03:42:22,"28.50℃","70.69%",""
2023/06/25 03:52:22,"28.44℃","71.19%",""
2023/06/25 04:02:22,"28.44℃","71.56%",""
2023/06/25 04:12:22,"28.44℃","71.94%",""
2023/06/25 04:22:22,"28.38℃","72.12%",""
2023/06/25 04:32:22,"28.38℃","72.38%",""
2023/06/25 04:42:22,"28.38℃","72.69%",""
2023/06/25 04:52:22,"28.38℃","72.56%",""
2023/06/25 05:02:22,"28.31℃","72.50%",""
2023/06/25 05:12:22,"28.31℃","72.50%",""
2023/06/25 05:22:22,"28.31℃","72.44%",""
2023/06/25 05:32:22,"28.31℃","72.44%",""
2023/06/25 05:42:22,"28.25℃","72.56%",""
2023/06/25 05:52:22,"28.25℃","72.56%",""
2023/06/25 06:02:22,"28.25℃","72.88%",""
2023/06/25 06:12:22,"28.25℃","73.06%",""
2023/06/25 06:22:22,"28.25℃","73.19%",""
2023/06/25 06:32:22,"28.25℃","73.12%",""
2023/06/25 06:42:22,"28.19℃","73.06%",""
2023/06/25 06:52:22,"28.19℃","73.19%",""
2023/06/25 07:02:22,"28.19℃","73.38%",""
2023/06/25 07:12:22,"28.19℃","73.50%",""
2023/06/25 07:22:22,"28.13℃","73.50%",""
2023/06/25 07:32:22,"28.13℃","73.25%",""
2023/06/25 07:42:22,"28.13℃","73.19%",""
2023/06/25 07:52:22,"28.19℃","73.31%",""
2023/06/25 08:02:22,"28.19℃","73.12%",""
2023/06/25 08:12:22,"28.19℃","72.94%",""
2023/06/25 08:22:22,"28.25℃","72.88%",""
2023/06/25 08:32:22,"28.25℃","72.75%",""
2023/06/25 08:42:22,"28.25℃","72.94%",""
2023/06/25 08:52:22,"28.25℃","72.81%",""
2023/06/25 09:02:22,"28.25℃","72.81%",""
2023/06/25 09:12:22,"28.31℃","72.94%",""
2023/06/25 09:22:22,"28.31℃","72.94%",""
2023/06/25 09:32:22,"28.38℃","72.88%",""
2023/06/25 09:42:22,"28.31℃","69.38%",""
2023/06/25 09:52:22,"28.31℃","67.19%",""
2023/06/25 10:02:22,"28.44℃","72.12%",""
2023/06/25 10:12:22,"28.44℃","71.50%",""
2023/06/25 10:22:22,"28.44℃","71.50%",""
2023/06/25 10:32:22,"28.44℃","69.94%",""
2023/06/25 10:42:22,"28.44℃","71.81%",""
2023/06/25 10:52:22,"28.50℃","72.69%",""
2023/06/25 11:02:22,"28.56℃","73.31%",""
2023/06/25 11:12:22,"28.56℃","68.88%",""
2023/06/25 11:22:22,"28.13℃","66.38%",""
2023/06/25 11:32:22,"27.69℃","64.38%",""
2023/06/25 11:42:22,"27.44℃","64.88%",""
2023/06/25 11:52:22,"27.25℃","64.25%",""
2023/06/25 12:02:22,"27.50℃","66.44%",""
2023/06/25 12:12:22,"27.81℃","70.56%",""
2023/06/25 12:22:22,"28.06℃","68.62%",""
2023/06/25 12:32:22,"27.50℃","61.19%",""
2023/06/25 12:42:22,"27.25℃","60.19%",""
2023/06/25 12:52:22,"27.38℃","59.31%",""
2023/06/25 13:02:22,"27.44℃","58.81%",""
2023/06/25 13:12:22,"27.56℃","58.62%",""
2023/06/25 13:22:22,"27.94℃","63.69%",""
2023/06/25 13:32:22,"28.25℃","64.94%",""
2023/06/25 13:42:22,"28.50℃","66.06%",""
2023/06/25 13:52:22,"28.75℃","66.56%",""
2023/06/25 14:02:22,"28.94℃","65.75%",""
2023/06/25 14:12:22,"29.13℃","65.62%",""
2023/06/25 14:22:22,"29.31℃","65.44%",""
2023/06/25 14:32:22,"29.44℃","65.31%",""
2023/06/25 14:42:22,"29.69℃","65.62%",""
2023/06/25 14:52:22,"29.88℃","65.94%",""
2023/06/25 15:02:22,"29.94℃","63.00%",""
2023/06/25 15:12:22,"30.06℃","64.50%",""
2023/06/25 15:22:22,"30.19℃","64.19%",""
2023/06/25 15:32:22,"30.25℃","64.31%",""
2023/06/25 15:42:22,"30.31℃","64.69%",""
2023/06/25 15:52:22,"30.38℃","64.31%",""
2023/06/25 16:02:22,"30.50℃","64.06%",""
2023/06/25 16:12:22,"30.38℃","59.19%",""
2023/06/25 16:22:22,"30.19℃","58.19%",""
2023/06/25 16:32:22,"30.25℃","59.19%",""
2023/06/25 16:42:22,"30.25℃","59.75%",""
2023/06/25 16:52:22,"29.88℃","59.25%",""
2023/06/25 17:02:22,"29.75℃","62.19%",""
2023/06/25 17:12:22,"29.63℃","63.50%",""
2023/06/25 17:22:22,"29.63℃","64.50%",""
2023/06/25 17:32:22,"29.56℃","64.50%",""
2023/06/25 17:42:22,"29.50℃","64.50%",""
2023/06/25 17:52:22,"29.44℃","64.81%",""
2023/06/25 18:02:22,"29.44℃","65.06%",""
2023/06/25 18:12:22,"29.44℃","65.38%",""
2023/06/25 18:22:22,"29.38℃","65.62%",""
2023/06/25 18:32:22,"29.38℃","65.75%",""
2023/06/25 18:42:22,"29.38℃","66.06%",""
2023/06/25 18:52:22,"29.31℃","66.06%",""
2023/06/25 19:02:22,"29.31℃","66.25%",""
2023/06/25 19:12:22,"29.31℃","66.38%",""
2023/06/25 19:22:22,"29.25℃","66.69%",""
2023/06/25 19:32:22,"29.25℃","66.94%",""
2023/06/25 19:42:22,"29.25℃","66.94%",""
2023/06/25 19:52:22,"29.25℃","67.25%",""
2023/06/25 20:02:22,"29.19℃","67.44%",""
2023/06/25 20:12:22,"29.19℃","67.62%",""
2023/06/25 20:22:22,"29.19℃","67.69%",""
2023/06/25 20:32:22,"29.19℃","67.75%",""
2023/06/25 20:42:22,"29.19℃","68.12%",""
2023/06/25 20:52:22,"29.19℃","68.50%",""
2023/06/25 21:02:22,"29.19℃","69.00%",""
2023/06/25 21:12:22,"29.19℃","69.44%",""
2023/06/25 21:22:22,"29.19℃","69.56%",""
2023/06/25 21:32:22,"29.19℃","68.44%",""
2023/06/25 21:42:22,"29.13℃","67.12%",""
2023/06/25 21:52:22,"29.13℃","67.94%",""
2023/06/25 22:02:22,"29.13℃","68.81%",""
2023/06/25 22:12:22,"29.13℃","69.94%",""
2023/06/25 22:22:22,"29.13℃","70.56%",""
2023/06/25 22:32:22,"29.13℃","71.00%",""
2023/06/25 22:42:22,"29.13℃","71.31%",""
2023/06/25 22:52:22,"29.06℃","71.19%",""
2023/06/25 23:02:22,"29.06℃","71.19%",""
2023/06/25 23:12:22,"29.06℃","71.38%",""
2023/06/25 23:22:22,"29.00℃","71.69%",""
2023/06/25 23:32:22,"29.00℃","72.12%",""
2023/06/25 23:42:22,"28.94℃","68.00%",""
2023/06/25 23:52:22,"28.94℃","69.75%",""
2023/06/26 00:02:22,"28.94℃","69.94%",""
2023/06/26 00:12:22,"28.94℃","72.25%",""
2023/06/26 00:22:22,"28.94℃","72.81%",""
2023/06/26 00:32:22,"28.88℃","70.06%",""
2023/06/26 00:42:22,"28.81℃","66.38%",""
2023/06/26 00:52:22,"28.75℃","67.44%",""
2023/06/26 01:02:22,"28.81℃","71.50%",""
2023/06/26 01:12:22,"28.81℃","72.44%",""
2023/06/26 01:22:22,"28.81℃","72.88%",""
2023/06/26 01:32:22,"28.81℃","73.19%",""
2023/06/26 01:42:22,"28.75℃","73.25%",""
2023/06/26 01:52:22,"28.75℃","73.19%",""
2023/06/26 02:02:22,"28.75℃","73.25%",""
2023/06/26 02:12:22,"28.69℃","73.12%",""
2023/06/26 02:22:22,"28.69℃","73.00%",""
2023/06/26 02:32:22,"28.63℃","72.88%",""
2023/06/26 02:42:22,"28.63℃","73.06%",""
2023/06/26 02:52:22,"28.63℃","73.19%",""
2023/06/26 03:02:22,"28.63℃","73.19%",""
2023/06/26 03:12:22,"28.56℃","73.44%",""
2023/06/26 03:22:22,"28.56℃","73.62%",""
2023/06/26 03:32:22,"28.56℃","73.62%",""
2023/06/26 03:42:22,"28.50℃","73.62%",""
2023/06/26 03:52:22,"28.50℃","73.81%",""
2023/06/26 04:02:22,"28.50℃","73.69%",""
2023/06/26 04:12:22,"28.50℃","73.81%",""
2023/06/26 04:22:22,"28.44℃","74.00%",""
2023/06/26 04:32:22,"28.44℃","74.00%",""
2023/06/26 04:42:22,"28.44℃","73.81%",""
2023/06/26 04:52:22,"28.38℃","73.50%",""
2023/06/26 05:02:22,"28.38℃","73.19%",""
2023/06/26 05:12:22,"28.38℃","72.94%",""
2023/06/26 05:22:22,"28.31℃","72.62%",""
2023/06/26 05:32:22,"28.31℃","72.38%",""
2023/06/26 05:42:22,"28.25℃","70.44%",""
2023/06/26 05:52:22,"28.13℃","65.88%",""
2023/06/26 06:02:22,"28.13℃","68.00%",""
2023/06/26 06:12:22,"28.13℃","71.00%",""
2023/06/26 06:22:22,"28.00℃","65.88%",""
2023/06/26 06:32:22,"27.94℃","68.31%",""
2023/06/26 06:42:22,"27.88℃","69.38%",""
2023/06/26 06:52:22,"27.81℃","69.88%",""
2023/06/26 07:02:22,"27.75℃","70.56%",""
2023/06/26 07:12:22,"27.75℃","70.50%",""
2023/06/26 07:22:22,"27.75℃","70.56%",""
2023/06/26 07:32:22,"27.69℃","70.50%",""
2023/06/26 07:42:22,"27.69℃","70.38%",""
2023/06/26 07:52:22,"27.69℃","69.62%",""
2023/06/26 08:02:22,"27.69℃","68.81%",""
2023/06/26 08:12:22,"27.69℃","68.81%",""
2023/06/26 08:22:22,"27.69℃","68.50%",""
2023/06/26 08:32:22,"27.69℃","67.75%",""
2023/06/26 08:42:22,"27.69℃","67.44%",""
2023/06/26 08:52:22,"27.75℃","67.50%",""
2023/06/26 09:02:22,"27.75℃","66.94%",""
2023/06/26 09:12:22,"27.75℃","66.88%",""
2023/06/26 09:22:22,"27.75℃","67.12%",""
2023/06/26 09:32:22,"27.81℃","66.94%",""
2023/06/26 09:42:22,"27.81℃","67.12%",""
2023/06/26 09:52:22,"27.88℃","67.31%",""
2023/06/26 10:02:22,"27.88℃","67.50%",""
2023/06/26 10:12:22,"27.94℃","67.69%",""
2023/06/26 10:22:22,"28.00℃","68.12%",""
2023/06/26 10:32:22,"28.06℃","70.25%",""
2023/06/26 10:42:22,"28.13℃","71.44%",""
2023/06/26 10:52:22,"28.25℃","72.56%",""
2023/06/26 11:02:22,"28.31℃","72.81%",""
2023/06/26 11:12:22,"28.44℃","72.56%",""
2023/06/26 11:22:22,"28.50℃","72.25%",""
2023/06/26 11:32:22,"28.56℃","72.31%",""
2023/06/26 11:42:22,"28.63℃","72.31%",""
2023/06/26 11:52:22,"28.63℃","72.00%",""
2023/06/26 12:02:22,"28.69℃","71.38%",""
2023/06/26 12:12:22,"28.81℃","71.00%",""
2023/06/26 12:22:22,"28.88℃","70.94%",""
2023/06/26 12:32:22,"28.94℃","71.12%",""
2023/06/26 12:42:22,"29.06℃","71.19%",""
2023/06/26 12:52:22,"29.25℃","71.62%",""
2023/06/26 13:02:22,"29.38℃","71.19%",""
2023/06/26 13:12:22,"29.44℃","70.00%",""
2023/06/26 13:22:22,"29.44℃","69.62%",""
2023/06/26 13:32:22,"29.38℃","69.62%",""
2023/06/26 13:42:22,"29.38℃","69.81%",""
2023/06/26 13:52:22,"29.38℃","69.94%",""
2023/06/26 14:02:22,"29.38℃","69.94%",""
2023/06/26 14:12:22,"29.38℃","69.81%",""
2023/06/26 14:22:22,"29.38℃","69.44%",""
2023/06/26 14:32:22,"29.38℃","69.06%",""
2023/06/26 14:42:22,"29.38℃","68.88%",""
2023/06/26 14:52:22,"29.44℃","68.88%",""
2023/06/26 15:02:22,"29.44℃","68.94%",""
2023/06/26 15:12:22,"29.56℃","68.88%",""
2023/06/26 15:22:22,"29.63℃","68.88%",""
2023/06/26 15:32:22,"29.69℃","68.75%",""
2023/06/26 15:42:22,"29.81℃","68.44%",""
2023/06/26 15:52:22,"29.88℃","68.06%",""
2023/06/26 16:02:22,"29.94℃","68.12%",""
2023/06/26 16:12:22,"30.00℃","68.00%",""
2023/06/26 16:22:22,"30.06℃","67.81%",""
2023/06/26 16:32:22,"30.06℃","67.62%",""
2023/06/26 16:42:22,"30.00℃","67.56%",""
2023/06/26 16:52:22,"29.94℃","67.56%",""
2023/06/26 17:02:22,"29.94℃","67.31%",""
2023/06/26 17:12:22,"29.88℃","67.38%",""
2023/06/26 17:22:22,"29.81℃","67.50%",""
2023/06/26 17:32:22,"29.81℃","67.75%",""
2023/06/26 17:42:22,"29.75℃","67.88%",""
2023/06/26 17:52:22,"29.69℃","68.06%",""
2023/06/26 18:02:22,"29.63℃","68.19%",""
2023/06/26 18:12:22,"29.63℃","68.25%",""
2023/06/26 18:22:22,"29.56℃","68.31%",""
2023/06/26 18:32:22,"29.50℃","68.44%",""
2023/06/26 18:42:22,"29.50℃","68.62%",""
2023/06/26 18:52:22,"29.44℃","68.81%",""
2023/06/26 19:02:22,"29.44℃","69.00%",""
2023/06/26 19:12:22,"29.38℃","69.25%",""
2023/06/26 19:22:22,"29.31℃","69.44%",""
2023/06/26 19:32:22,"29.31℃","69.56%",""
2023/06/26 19:42:22,"29.25℃","69.69%",""
2023/06/26 19:52:22,"29.19℃","69.81%",""
2023/06/26 20:02:22,"29.19℃","70.31%",""
2023/06/26 20:12:22,"29.25℃","70.69%",""
2023/06/26 20:22:22,"29.25℃","70.75%",""
2023/06/26 20:32:22,"29.19℃","70.69%",""
2023/06/26 20:42:22,"29.13℃","70.62%",""
2023/06/26 20:52:22,"29.13℃","69.81%",""
2023/06/26 21:02:22,"29.06℃","69.12%",""
2023/06/26 21:12:22,"29.06℃","69.75%",""
2023/06/26 21:22:22,"29.00℃","70.31%",""
2023/06/26 21:32:22,"29.00℃","70.56%",""
2023/06/26 21:42:22,"29.00℃","71.06%",""
2023/06/26 21:52:22,"29.00℃","72.06%",""
2023/06/26 22:02:22,"28.94℃","72.19%",""
2023/06/26 22:12:22,"28.94℃","71.94%",""
2023/06/26 22:22:22,"28.88℃","71.56%",""
2023/06/26 22:32:22,"28.81℃","69.31%",""
2023/06/26 22:42:22,"28.81℃","70.25%",""
2023/06/26 22:52:22,"28.81℃","70.75%",""
2023/06/26 23:02:22,"28.75℃","71.00%",""
2023/06/26 23:12:22,"28.75℃","71.06%",""
2023/06/26 23:22:22,"28.75℃","70.94%",""
2023/06/26 23:32:22,"28.75℃","71.00%",""
2023/06/26 23:42:22,"28.69℃","70.88%",""
2023/06/26 23:52:22,"28.63℃","70.94%",""
2023/06/27 00:02:22,"28.63℃","70.94%",""
2023/06/27 00:12:22,"28.63℃","71.12%",""
2023/06/27 00:22:22,"28.56℃","68.75%",""
2023/06/27 00:32:22,"28.56℃","71.12%",""
2023/06/27 00:42:22,"28.56℃","71.69%",""
2023/06/27 00:52:22,"28.56℃","72.19%",""
2023/06/27 01:02:22,"28.56℃","72.62%",""
2023/06/27 01:12:22,"28.50℃","72.81%",""
2023/06/27 01:22:22,"28.50℃","73.00%",""
2023/06/27 01:32:22,"28.50℃","73.19%",""
2023/06/27 01:42:22,"28.50℃","73.19%",""
2023/06/27 01:52:22,"28.44℃","73.12%",""
2023/06/27 02:02:22,"28.44℃","73.12%",""
2023/06/27 02:12:22,"28.44℃","73.25%",""
2023/06/27 02:22:22,"28.38℃","73.50%",""
2023/06/27 02:32:22,"28.38℃","73.75%",""
2023/06/27 02:42:22,"28.38℃","73.81%",""
2023/06/27 02:52:22,"28.31℃","73.94%",""
2023/06/27 03:02:22,"28.31℃","73.88%",""
2023/06/27 03:12:22,"28.31℃","73.88%",""
2023/06/27 03:22:22,"28.31℃","74.06%",""
2023/06/27 03:32:22,"28.25℃","74.12%",""
2023/06/27 03:42:22,"28.25℃","74.12%",""
2023/06/27 03:52:22,"28.25℃","74.00%",""
2023/06/27 04:02:22,"28.25℃","74.12%",""
2023/06/27 04:12:22,"28.19℃","74.06%",""
2023/06/27 04:22:22,"28.19℃","74.06%",""
2023/06/27 04:32:22,"28.19℃","74.06%",""
2023/06/27 04:42:22,"28.19℃","74.06%",""
2023/06/27 04:52:22,"28.13℃","74.25%",""
2023/06/27 05:02:22,"28.13℃","74.69%",""
2023/06/27 05:12:22,"28.13℃","75.00%",""
2023/06/27 05:22:22,"28.13℃","74.88%",""
2023/06/27 05:32:22,"28.13℃","74.88%",""
2023/06/27 05:42:22,"28.06℃","72.12%",""
2023/06/27 05:52:22,"27.88℃","66.94%",""
2023/06/27 06:02:22,"27.88℃","62.81%",""
2023/06/27 06:12:22,"27.81℃","61.56%",""
2023/06/27 06:22:22,"27.81℃","61.62%",""
2023/06/27 06:32:22,"27.75℃","64.62%",""
2023/06/27 06:42:22,"27.75℃","66.94%",""
2023/06/27 06:52:22,"27.75℃","68.94%",""
2023/06/27 07:02:22,"27.75℃","70.06%",""
2023/06/27 07:12:22,"27.81℃","71.00%",""
2023/06/27 07:22:22,"27.81℃","71.50%",""
2023/06/27 07:32:22,"27.75℃","69.19%",""
2023/06/27 07:42:22,"27.75℃","67.44%",""
2023/06/27 07:52:22,"27.81℃","69.69%",""
2023/06/27 08:02:22,"27.81℃","70.25%",""
2023/06/27 08:12:22,"27.88℃","72.25%",""
2023/06/27 08:22:22,"27.88℃","74.00%",""
2023/06/27 08:32:22,"27.88℃","74.00%",""
2023/06/27 08:42:22,"27.88℃","75.25%",""
2023/06/27 08:52:22,"27.94℃","78.19%",""
2023/06/27 09:02:22,"27.75℃","78.06%",""
2023/06/27 09:12:22,"27.44℃","77.94%",""
2023/06/27 09:22:22,"27.50℃","78.19%",""
2023/06/27 09:32:22,"27.63℃","78.56%",""
2023/06/27 09:42:22,"27.56℃","78.88%",""
2023/06/27 09:52:22,"27.38℃","81.12%",""
2023/06/27 10:02:22,"27.06℃","81.12%",""
2023/06/27 10:12:22,"26.75℃","80.44%",""
2023/06/27 10:22:22,"26.94℃","80.69%",""
2023/06/27 10:32:22,"27.13℃","78.94%",""
2023/06/27 10:42:22,"27.31℃","78.00%",""
2023/06/27 10:52:22,"27.44℃","77.69%",""
2023/06/27 11:02:22,"27.50℃","77.19%",""
2023/06/27 11:12:22,"27.56℃","77.00%",""
2023/06/27 11:22:22,"27.56℃","76.81%",""
2023/06/27 11:32:22,"27.44℃","76.38%",""
2023/06/27 11:42:22,"27.44℃","77.00%",""
2023/06/27 11:52:22,"27.63℃","77.50%",""
2023/06/27 12:02:22,"27.69℃","77.00%",""
2023/06/27 12:12:22,"27.75℃","77.44%",""
2023/06/27 12:22:22,"27.88℃","79.12%",""
2023/06/27 12:32:22,"27.94℃","78.19%",""
2023/06/27 12:42:22,"28.06℃","78.00%",""
2023/06/27 12:52:22,"28.25℃","76.69%",""
2023/06/27 13:02:22,"28.38℃","76.31%",""
2023/06/27 13:12:22,"28.50℃","76.12%",""
2023/06/27 13:22:22,"28.56℃","75.44%",""
2023/06/27 13:32:22,"28.75℃","74.25%",""
2023/06/27 13:42:22,"28.88℃","72.94%",""
2023/06/27 13:52:22,"28.94℃","73.06%",""
2023/06/27 14:02:22,"28.94℃","73.19%",""
2023/06/27 14:12:22,"28.88℃","73.62%",""
2023/06/27 14:22:22,"28.88℃","73.62%",""
2023/06/27 14:32:22,"28.94℃","73.12%",""
2023/06/27 14:42:22,"29.06℃","72.88%",""
2023/06/27 14:52:22,"29.19℃","71.75%",""
2023/06/27 15:02:22,"29.19℃","72.25%",""
2023/06/27 15:12:22,"29.19℃","72.69%",""
2023/06/27 15:22:22,"29.19℃","72.44%",""
2023/06/27 15:32:22,"29.25℃","72.25%",""
2023/06/27 15:42:22,"29.38℃","71.44%",""
2023/06/27 15:52:22,"29.50℃","70.81%",""
